incident_id,incident_category,severity,incident_description,resolution_status,location
4500,Transportation Failure,Low,Equipment malfunction impacted transport operations. Reported at Delhi facility during shift 3.,Resolved,Ahmedabad
4501,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Delhi facility during shift 2.,Resolved,Bengaluru
4502,Shipment Delay,Medium,Truck breakdown caused delivery delay. Reported at Mumbai facility during shift 2.,In Progress,Chennai
4503,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Ahmedabad facility during shift 2.,Resolved,Hyderabad
4504,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Ahmedabad facility during shift 2.,In Progress,Chennai
4505,Damaged Goods,Medium,Goods arrived with visible damage. Reported at Delhi facility during shift 1.,Open,Hyderabad
4506,Documentation Error,Critical,Manifest information incomplete. Reported at Kolkata facility during shift 2.,In Progress,Mumbai
4507,Documentation Error,Medium,Documentation approval pending correction. Reported at Mumbai facility during shift 1.,In Progress,Bengaluru
4508,Customs Issue,High,Shipment selected for random inspection. Reported at Pune facility during shift 2.,Open,Kolkata
4509,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Mumbai facility during shift 1.,In Progress,Pune
4510,Transportation Failure,High,Transportation network disruption reported. Reported at Delhi facility during shift 3.,In Progress,Mumbai
4511,Transportation Failure,Medium,Route planning error delayed movement. Reported at Hyderabad facility during shift 3.,In Progress,Mumbai
4512,Shipment Delay,High,Rail transport delay impacted delivery timeline. Reported at Bengaluru facility during shift 3.,Resolved,Chennai
4513,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Delhi facility during shift 3.,Open,Chennai
4514,Transportation Failure,Medium,Transport route disruption due to road closure. Reported at Kolkata facility during shift 2.,Resolved,Delhi
4515,Shipment Delay,Low,Delivery delayed due to traffic disruption. Reported at Bengaluru facility during shift 3.,Open,Bengaluru
4516,Shipment Delay,Medium,Last-mile delivery partner unavailable. Reported at Pune facility during shift 2.,Open,Hyderabad
4517,Customs Issue,Medium,Border security inspection caused delay. Reported at Chennai facility during shift 1.,Open,Pune
4518,Customs Issue,High,Regulatory verification delayed release. Reported at Pune facility during shift 3.,Resolved,Bengaluru
4519,Damaged Goods,Medium,Packaging failure led to damaged products. Reported at Kolkata facility during shift 1.,Resolved,Mumbai
4520,Inventory Shortage,Low,Inventory forecast underestimated demand. Reported at Hyderabad facility during shift 3.,Resolved,Delhi
4521,Inventory Shortage,Low,Warehouse unable to fulfill requested quantity. Reported at Pune facility during shift 2.,In Progress,Mumbai
4522,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Delhi facility during shift 2.,Open,Hyderabad
4523,Warehouse Issue,Critical,Warehouse management system outage reported. Reported at Kolkata facility during shift 1.,Open,Delhi
4524,Customs Issue,Low,Border inspection extended shipment hold. Reported at Kolkata facility during shift 1.,Resolved,Kolkata
4525,Inventory Shortage,Low,Cycle count revealed stock deficiency. Reported at Hyderabad facility during shift 2.,Open,Hyderabad
4526,Damaged Goods,Medium,Forklift accident damaged inventory. Reported at Mumbai facility during shift 2.,Open,Bengaluru
4527,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Ahmedabad facility during shift 3.,Resolved,Pune
4528,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Chennai facility during shift 3.,Resolved,Hyderabad
4529,Damaged Goods,Medium,Receiving inspection identified damaged goods. Reported at Ahmedabad facility during shift 1.,Resolved,Chennai
4530,Documentation Error,Low,Data entry error impacted shipment records. Reported at Delhi facility during shift 3.,In Progress,Bengaluru
4531,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Mumbai facility during shift 2.,Open,Mumbai
4532,Inventory Shortage,Critical,Demand exceeded available stock levels. Reported at Ahmedabad facility during shift 1.,In Progress,Chennai
4533,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Delhi facility during shift 1.,Open,Hyderabad
4534,Shipment Delay,Low,Dispatch process delayed at origin facility. Reported at Delhi facility during shift 2.,Open,Delhi
4535,Customs Issue,Medium,Trade compliance review delayed processing. Reported at Hyderabad facility during shift 1.,Resolved,Bengaluru
4536,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Chennai facility during shift 2.,Open,Delhi
4537,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Kolkata facility during shift 2.,Open,Mumbai
4538,Documentation Error,Low,Missing invoice delayed processing. Reported at Hyderabad facility during shift 2.,In Progress,Hyderabad
4539,Inventory Shortage,Medium,Raw material shortage impacted production. Reported at Chennai facility during shift 1.,Open,Pune
4540,Shipment Delay,Medium,Dispatch process delayed at origin facility. Reported at Hyderabad facility during shift 2.,Resolved,Mumbai
4541,Shipment Delay,Low,Shipment rerouted causing additional transit time. Reported at Kolkata facility during shift 3.,In Progress,Kolkata
4542,Damaged Goods,Medium,Package damaged during transportation. Reported at Hyderabad facility during shift 1.,In Progress,Bengaluru
4543,Documentation Error,Medium,Labeling information did not match shipment. Reported at Mumbai facility during shift 1.,In Progress,Hyderabad
4544,Warehouse Issue,High,Dock congestion slowed warehouse throughput. Reported at Delhi facility during shift 2.,Open,Chennai
4545,Documentation Error,High,Shipping label generated with incorrect address. Reported at Delhi facility during shift 2.,Resolved,Mumbai
4546,Shipment Delay,Medium,Shipment rerouted causing additional transit time. Reported at Bengaluru facility during shift 2.,Resolved,Hyderabad
4547,Inventory Shortage,Medium,Procurement delay affected inventory availability. Reported at Delhi facility during shift 1.,Open,Bengaluru
4548,Transportation Failure,Medium,Fuel supply issue interrupted transportation. Reported at Kolkata facility during shift 2.,In Progress,Delhi
4549,Warehouse Issue,Low,Storage location information incorrect. Reported at Pune facility during shift 1.,In Progress,Mumbai
4550,Documentation Error,Medium,Required compliance document missing. Reported at Mumbai facility during shift 1.,Resolved,Bengaluru
4551,Documentation Error,High,Missing certificate delayed shipment release. Reported at Chennai facility during shift 3.,In Progress,Delhi
4552,Damaged Goods,Low,Fragile goods mishandled during unloading. Reported at Delhi facility during shift 2.,In Progress,Delhi
4553,Documentation Error,Medium,Data entry error impacted shipment records. Reported at Bengaluru facility during shift 2.,Open,Hyderabad
4554,Customs Issue,Low,Shipment flagged for compliance audit. Reported at Bengaluru facility during shift 1.,In Progress,Pune
4555,Shipment Delay,Critical,Dispatch process delayed at origin facility. Reported at Kolkata facility during shift 2.,In Progress,Chennai
4556,Documentation Error,Low,Purchase order details inconsistent. Reported at Pune facility during shift 2.,Open,Delhi
4557,Transportation Failure,Medium,Route planning error delayed movement. Reported at Delhi facility during shift 3.,Open,Ahmedabad
4558,Damaged Goods,Medium,Forklift accident damaged inventory. Reported at Pune facility during shift 1.,In Progress,Delhi
4559,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Pune facility during shift 3.,In Progress,Chennai
4560,Inventory Shortage,High,Cycle count revealed stock deficiency. Reported at Kolkata facility during shift 3.,In Progress,Hyderabad
4561,Damaged Goods,Low,Forklift accident damaged inventory. Reported at Pune facility during shift 3.,In Progress,Kolkata
4562,Damaged Goods,Low,Package damaged during transportation. Reported at Hyderabad facility during shift 2.,Resolved,Bengaluru
4563,Shipment Delay,Low,Shipment delayed due to customs inspection. Reported at Pune facility during shift 2.,Resolved,Ahmedabad
4564,Inventory Shortage,High,Warehouse unable to fulfill requested quantity. Reported at Hyderabad facility during shift 2.,Resolved,Kolkata
4565,Customs Issue,Medium,Tariff classification review in progress. Reported at Kolkata facility during shift 2.,Resolved,Hyderabad
4566,Transportation Failure,Low,Delivery vehicle breakdown reported. Reported at Kolkata facility during shift 3.,Resolved,Chennai
4567,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Kolkata facility during shift 3.,In Progress,Ahmedabad
4568,Shipment Delay,High,Truck breakdown caused delivery delay. Reported at Chennai facility during shift 1.,In Progress,Ahmedabad
4569,Shipment Delay,High,Container missed connecting vessel. Reported at Kolkata facility during shift 2.,In Progress,Kolkata
4570,Customs Issue,Medium,Customs requested additional documentation. Reported at Chennai facility during shift 3.,Resolved,Kolkata
4571,Shipment Delay,Medium,Shipment rerouted causing additional transit time. Reported at Mumbai facility during shift 2.,In Progress,Hyderabad
4572,Documentation Error,Low,Shipping label generated with incorrect address. Reported at Delhi facility during shift 1.,Open,Pune
4573,Documentation Error,Medium,Shipping label generated with incorrect address. Reported at Kolkata facility during shift 3.,Open,Hyderabad
4574,Damaged Goods,Medium,Warehouse accident damaged stored inventory. Reported at Chennai facility during shift 3.,In Progress,Kolkata
4575,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Bengaluru facility during shift 2.,Open,Delhi
4576,Warehouse Issue,High,Put-away process delayed inventory availability. Reported at Hyderabad facility during shift 1.,In Progress,Mumbai
4577,Transportation Failure,High,Transportation network disruption reported. Reported at Delhi facility during shift 2.,Open,Hyderabad
4578,Shipment Delay,Low,Holiday demand surge caused shipping delays. Reported at Delhi facility during shift 2.,Resolved,Bengaluru
4579,Documentation Error,High,Incorrect consignee information provided. Reported at Ahmedabad facility during shift 2.,In Progress,Hyderabad
4580,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Mumbai facility during shift 3.,Open,Hyderabad
4581,Documentation Error,High,Bill of lading information mismatch detected. Reported at Kolkata facility during shift 3.,Resolved,Kolkata
4582,Inventory Shortage,Low,Safety stock threshold breached. Reported at Pune facility during shift 1.,Open,Chennai
4583,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Delhi facility during shift 2.,In Progress,Pune
4584,Shipment Delay,High,Driver shortage affected transportation schedule. Reported at Bengaluru facility during shift 1.,Resolved,Pune
4585,Inventory Shortage,Medium,Warehouse unable to fulfill requested quantity. Reported at Ahmedabad facility during shift 2.,In Progress,Ahmedabad
4586,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Bengaluru facility during shift 2.,Open,Chennai
4587,Inventory Shortage,Low,Procurement delay affected inventory availability. Reported at Kolkata facility during shift 1.,Resolved,Hyderabad
4588,Inventory Shortage,Medium,Raw material shortage impacted production. Reported at Hyderabad facility during shift 2.,Resolved,Kolkata
4589,Customs Issue,Low,Regulatory approval pending clearance. Reported at Bengaluru facility during shift 1.,Open,Delhi
4590,Inventory Shortage,Medium,Demand exceeded available stock levels. Reported at Pune facility during shift 2.,Open,Ahmedabad
4591,Customs Issue,High,Trade compliance review delayed processing. Reported at Chennai facility during shift 2.,Open,Ahmedabad
4592,Damaged Goods,Medium,Shipment contents damaged in transit. Reported at Pune facility during shift 2.,In Progress,Delhi
