incident_id,incident_category,severity,incident_description,resolution_status,location,clean_text
4397,Customs Issue,Critical,Customs valuation dispute identified. Reported at Pune facility during shift 1.,Open,Bengaluru,customs valuation dispute identify report pune facility shift
4398,Warehouse Issue,Low,Warehouse processing backlog reported. Reported at Kolkata facility during shift 3.,Open,Chennai,warehouse process backlog report report kolkata facility shift
4399,Transportation Failure,High,Carrier failed to pick up shipment. Reported at Chennai facility during shift 1.,In Progress,Bengaluru,carrier fail pick shipment report chennai facility shift
4400,Shipment Delay,Critical,Port congestion delayed shipment arrival. Reported at Hyderabad facility during shift 1.,Resolved,Kolkata,port congestion delay shipment arrival report hyderabad facility shift
4401,Inventory Shortage,Low,Stockout occurred at fulfillment center. Reported at Ahmedabad facility during shift 2.,Resolved,Hyderabad,stockout occur fulfillment center report ahmedabad facility shift
4402,Shipment Delay,High,Dispatch process delayed at origin facility. Reported at Pune facility during shift 2.,Resolved,Mumbai,dispatch process delay origin facility report pune facility shift
4403,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Hyderabad facility during shift 2.,Resolved,Pune,dock congestion slow warehouse throughput report hyderabad facility shift
4404,Transportation Failure,Low,Accident blocked scheduled delivery route. Reported at Ahmedabad facility during shift 2.,In Progress,Ahmedabad,accident block schedule delivery route report ahmedabad facility shift
4405,Warehouse Issue,Medium,Warehouse processing backlog reported. Reported at Pune facility during shift 3.,In Progress,Bengaluru,warehouse process backlog report report pune facility shift
4406,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Mumbai facility during shift 2.,In Progress,Kolkata,water exposure damage package goods report mumbai facility shift
4407,Damaged Goods,High,Receiving inspection identified damaged goods. Reported at Bengaluru facility during shift 3.,In Progress,Bengaluru,receive inspection identify damage goods report bengaluru facility shift
4408,Warehouse Issue,Critical,Inventory allocation issue detected. Reported at Bengaluru facility during shift 3.,In Progress,Kolkata,inventory allocation issue detect report bengaluru facility shift
4409,Customs Issue,Low,Import documentation under review. Reported at Kolkata facility during shift 2.,In Progress,Hyderabad,import documentation review report kolkata facility shift
4410,Documentation Error,Low,Incorrect consignee information provided. Reported at Bengaluru facility during shift 1.,Resolved,Ahmedabad,incorrect consignee information provide report bengaluru facility shift
4411,Transportation Failure,Critical,Driver unavailable for scheduled route. Reported at Ahmedabad facility during shift 1.,Resolved,Hyderabad,driver unavailable schedule route report ahmedabad facility shift
4412,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Kolkata facility during shift 3.,Resolved,Hyderabad,inventory replenishment delay report kolkata facility shift
4413,Damaged Goods,Medium,Forklift accident damaged inventory. Reported at Kolkata facility during shift 3.,Resolved,Chennai,forklift accident damage inventory report kolkata facility shift
4414,Damaged Goods,High,Package damaged during transportation. Reported at Hyderabad facility during shift 2.,In Progress,Chennai,package damage transportation report hyderabad facility shift
4415,Documentation Error,Medium,Customs paperwork contained errors. Reported at Hyderabad facility during shift 2.,Resolved,Chennai,customs paperwork contain errors report hyderabad facility shift
4416,Shipment Delay,Low,Last-mile delivery partner unavailable. Reported at Bengaluru facility during shift 2.,Resolved,Bengaluru,lastmile delivery partner unavailable report bengaluru facility shift
4417,Documentation Error,Low,Incorrect shipping documentation submitted. Reported at Ahmedabad facility during shift 2.,Resolved,Ahmedabad,incorrect ship documentation submit report ahmedabad facility shift
4418,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Pune facility during shift 2.,In Progress,Chennai,inventory reservation conflict identify report pune facility shift
4419,Inventory Shortage,Medium,Backordered items unavailable for dispatch. Reported at Chennai facility during shift 1.,In Progress,Pune,backordered items unavailable dispatch report chennai facility shift
4420,Shipment Delay,Low,Container missed connecting vessel. Reported at Chennai facility during shift 3.,Resolved,Chennai,container miss connect vessel report chennai facility shift
4421,Damaged Goods,Low,Water exposure damaged packaged goods. Reported at Chennai facility during shift 3.,Resolved,Mumbai,water exposure damage package goods report chennai facility shift
4422,Damaged Goods,High,Forklift accident damaged inventory. Reported at Pune facility during shift 1.,Open,Ahmedabad,forklift accident damage inventory report pune facility shift
4423,Documentation Error,High,Required compliance document missing. Reported at Bengaluru facility during shift 1.,Resolved,Pune,require compliance document miss report bengaluru facility shift
4424,Inventory Shortage,Low,Product unavailable due to inventory mismatch. Reported at Mumbai facility during shift 1.,Resolved,Pune,product unavailable due inventory mismatch report mumbai facility shift
4425,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Hyderabad facility during shift 1.,Open,Ahmedabad,incorrect ship documentation submit report hyderabad facility shift
4426,Warehouse Issue,Medium,Inventory allocation issue detected. Reported at Delhi facility during shift 3.,Resolved,Kolkata,inventory allocation issue detect report delhi facility shift
4427,Inventory Shortage,Medium,Unexpected order spike exhausted stock. Reported at Pune facility during shift 1.,Resolved,Pune,unexpected order spike exhaust stock report pune facility shift
4428,Transportation Failure,High,Logistics partner experienced operational failure. Reported at Bengaluru facility during shift 3.,In Progress,Pune,logistics partner experience operational failure report bengaluru facility shift
4429,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Mumbai facility during shift 2.,In Progress,Chennai,water exposure damage package goods report mumbai facility shift
4430,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Mumbai facility during shift 3.,Open,Mumbai,cycle count discrepancy identify report mumbai facility shift
4431,Transportation Failure,High,Accident blocked scheduled delivery route. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru,accident block schedule delivery route report hyderabad facility shift
4432,Customs Issue,Low,Import permit approval pending. Reported at Chennai facility during shift 2.,Open,Mumbai,import permit approval pending report chennai facility shift
4433,Transportation Failure,Medium,Fleet utilization exceeded available capacity. Reported at Bengaluru facility during shift 1.,In Progress,Mumbai,fleet utilization exceed available capacity report bengaluru facility shift
4434,Warehouse Issue,Medium,Storage location information incorrect. Reported at Mumbai facility during shift 3.,In Progress,Pune,storage location information incorrect report mumbai facility shift
4435,Transportation Failure,Low,Equipment malfunction impacted transport operations. Reported at Delhi facility during shift 2.,Open,Delhi,equipment malfunction impact transport operations report delhi facility shift
4436,Warehouse Issue,Low,Order picking queue exceeded capacity. Reported at Chennai facility during shift 3.,Open,Ahmedabad,order pick queue exceed capacity report chennai facility shift
4437,Transportation Failure,Medium,Carrier failed to pick up shipment. Reported at Chennai facility during shift 3.,Open,Kolkata,carrier fail pick shipment report chennai facility shift
4438,Documentation Error,High,Bill of lading information mismatch detected. Reported at Mumbai facility during shift 3.,Open,Chennai,bill lade information mismatch detect report mumbai facility shift
4439,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Bengaluru facility during shift 3.,Open,Kolkata,warehouse staff shortage report report bengaluru facility shift
4440,Customs Issue,Medium,Import permit approval pending. Reported at Chennai facility during shift 2.,Resolved,Pune,import permit approval pending report chennai facility shift
4441,Customs Issue,Critical,Border security inspection caused delay. Reported at Delhi facility during shift 1.,Resolved,Kolkata,border security inspection cause delay report delhi facility shift
4442,Transportation Failure,Critical,Logistics partner experienced operational failure. Reported at Mumbai facility during shift 1.,Open,Hyderabad,logistics partner experience operational failure report mumbai facility shift
